cityid;cityid_new;pop;pop_log
92972;1857;570;2.755875
92973;2135;390;2.591065
92974;2022;457;2.659916
92975;2224;336;2.526339
92976;1755;640;2.80618
92977;737;2013;3.303844
92978;1803;607;2.783189
92979;1725;660;2.819544
92980;2376;243;2.385606
92981;1843;582;2.764923
93163;1965;495;2.694605
93164;2361;254;2.404834
93165;2068;430;2.633468
93166;2351;256;2.40824
93167;1133;1264;3.101747
93168;2403;222;2.346353
93169;1943;507;2.705008
93170;1067;1388;3.14239
93171;1382;969;2.986324
93172;2013;463;2.665581
93173;1543;809;2.907948
93174;1713;668;2.824776
93175;2446;191;2.281033
93363;1476;868;2.93852
93364;1525;823;2.9154
93366;2167;371;2.569374
93367;767;1948;3.289589
93368;1982;488;2.68842
93564;1745;644;2.808886
93565;2162;372;2.570543
93566;1999;474;2.675778
93567;2078;423;2.62634
93568;2330;273;2.436163
93569;1488;854;2.931458
93570;2268;311;2.49276
93571;1981;488;2.68842
93572;2422;205;2.311754
93573;1947;505;2.703291
93763;2203;350;2.544068
93764;1921;518;2.71433
93765;1761;637;2.804139
94163;895;1678;3.224792
94164;2154;377;2.576341
94363;1741;649;2.812245
94364;1211;1166;3.066699
94365;2525;107;2.029384
94564;1494;847;2.927883
94565;2275;307;2.487138
94566;2189;358;2.553883
94763;2440;194;2.287802
94764;1047;1417;3.15137
94765;2443;193;2.285557
94766;1742;649;2.812245
94963;2460;180;2.255272
94964;1845;580;2.763428
95163;889;1693;3.228657
95164;1157;1230;3.089905
95165;1959;498;2.697229
95167;2428;202;2.305351
95168;1372;980;2.991226
95364;1399;948;2.976808
95564;749;1976;3.295787
95565;1217;1158;3.063709
95567;2332;272;2.434569
95568;2041;445;2.64836
95569;1641;719;2.856729
95763;2448;191;2.281033
95963;1867;561;2.748963
96163;1070;1380;3.139879
96164;1975;492;2.691965
96165;2296;293;2.466868
96166;1316;1040;3.017033
96167;1642;718;2.856124
96169;1866;561;2.748963
96170;2487;153;2.184691
96171;1182;1205;3.080987
96422;2444;192;2.283301
96423;2240;325;2.511883
96424;2243;323;2.509202
96563;2519;118;2.071882
96564;2208;347;2.540329
96764;1639;720;2.857332
96765;2303;290;2.462398
96766;2081;420;2.623249
96767;1967;494;2.693727
96964;1652;712;2.85248
97164;1699;677;2.830589
97165;2253;318;2.502427
97166;2341;267;2.426511
97167;2326;275;2.439333
97168;2153;379;2.578639
97169;2554;46;1.662758
97170;1905;530;2.724276
97364;1962;497;2.696356
97365;2411;216;2.334454
97366;2044;443;2.646404
97563;2462;180;2.255272
97564;1037;1434;3.156549
97565;1744;645;2.80956
97566;1969;493;2.692847
97567;2131;396;2.597695
97568;1068;1386;3.141763
97569;1508;836;2.922206
97570;1402;948;2.976808
97571;1709;672;2.827369
97763;1210;1166;3.066699
97764;1749;642;2.807535
97963;2238;327;2.514548
97964;1776;621;2.793092
97965;2105;406;2.608526
97967;795;1900;3.278754
97968;2175;367;2.564666
98363;2437;195;2.290035
98364;1782;618;2.790988
98365;2447;191;2.281033
98563;1876;550;2.740363
98564;1848;579;2.762679
98565;2009;465;2.667453
98763;2035;447;2.650307
98764;2431;200;2.30103
98765;2181;365;2.562293
98963;701;2085;3.319106
98964;2379;242;2.383815
99163;1840;584;2.766413
99164;1472;871;2.940018
99363;2366;249;2.396199
99563;2442;193;2.285557
99564;1954;502;2.700704
99763;1600;752;2.876218
99764;2141;387;2.587711
99765;1756;638;2.804821
99963;1477;867;2.938019
100163;2398;227;2.356026
100164;2147;384;2.584331
100165;2188;358;2.553883
100363;1112;1308;3.116608
100364;1072;1376;3.138618
100365;1911;526;2.720986
100366;2408;218;2.338456
100367;2176;367;2.564666
100368;2436;196;2.292256
100369;2375;244;2.38739
100563;1697;678;2.83123
100565;2470;170;2.230449
100566;2236;327;2.514548
100567;2100;407;2.609594
100763;1684;689;2.838219
100963;2491;148;2.170262
100964;1985;484;2.684845
100965;1305;1047;3.019947
100966;1534;816;2.91169
101163;2449;189;2.276462
101563;2055;436;2.639487
101763;2064;432;2.635484
101963;2493;146;2.164353
101964;1321;1036;3.01536
101965;2402;222;2.346353
101966;1429;920;2.963788
102163;2535;96;1.982271
102363;2339;268;2.428135
103163;1957;499;2.698101
103164;1663;704;2.847573
103165;2191;356;2.55145
103363;2401;223;2.348305
103364;2459;181;2.257679
103365;2302;290;2.462398
103563;1301;1049;3.020776
103763;809;1877;3.273464
103764;1018;1478;3.169674
103765;1281;1068;3.028571
103963;2114;402;2.604226
104163;1230;1140;3.056905
104363;1936;509;2.706718
104364;1968;493;2.692847
104365;1828;591;2.771587
104366;1434;915;2.961421
104563;2328;275;2.439333
104763;1748;643;2.808211
104764;2099;407;2.609594
104963;2516;119;2.075547
105163;1387;959;2.981819
105164;1950;505;2.703291
105165;2540;89;1.94939
105363;2319;278;2.444045
105563;2476;164;2.214844
105564;2032;451;2.654176
105565;2382;238;2.376577
105763;2352;256;2.40824
105963;1666;702;2.846337
106163;2465;177;2.247973
106363;1689;683;2.834421
106563;2241;324;2.510545
106564;2520;116;2.064458
106763;2214;343;2.535294
106764;2556;43;1.633469
106765;2542;78;1.892095
106963;2059;435;2.638489
107163;1826;591;2.771587
107363;2455;183;2.262451
107563;2381;239;2.378398
107764;2426;203;2.307496
107765;2515;120;2.079181
107766;2146;385;2.585461
107767;2405;219;2.340444
107768;2128;396;2.597695
107769;785;1927;3.284882
107770;2061;434;2.63749
107771;2299;292;2.465383
107772;2485;155;2.190332
107773;1898;533;2.726727
107963;2310;286;2.456366
107964;1549;805;2.905796
107965;2340;268;2.428135
107966;2251;319;2.503791
108163;2529;100;2
108164;2518;118;2.071882
108166;1055;1407;3.148294
108364;1973;492;2.691965
108365;1780;619;2.791691
108366;1580;776;2.889862
108367;1995;476;2.677607
108368;2021;457;2.659916
108369;2498;143;2.155336
108564;1942;507;2.705008
108565;2172;368;2.565848
108963;1880;547;2.737987
109163;2508;127;2.103804
109164;2344;265;2.423246
109165;2432;200;2.30103
109166;2108;405;2.607455
109167;2197;353;2.547775
109168;2258;316;2.499687
109363;1815;600;2.778151
109364;1474;869;2.93902
109365;1465;881;2.944976
109366;2337;270;2.431364
109367;2003;470;2.672098
109563;2010;465;2.667453
109564;2160;373;2.571709
109565;2216;341;2.532754
109566;1405;945;2.975432
109763;2155;377;2.576341
110563;2234;329;2.517196
110564;2389;231;2.363612
110565;2345;264;2.421604
110566;1544;809;2.907948
110567;1747;643;2.808211
110763;2116;401;2.603144
110764;1215;1162;3.065206
110765;2016;460;2.662758
110766;1592;765;2.883662
110767;1240;1133;3.05423
110963;2486;154;2.187521
110964;2391;230;2.361728
111163;2458;182;2.260071
112563;2171;368;2.565848
112564;2267;311;2.49276
112565;2255;317;2.501059
112566;2393;229;2.359835
112763;2202;351;2.545307
112764;2549;55;1.740363
112963;2418;206;2.313867
112964;2254;317;2.501059
112965;2347;261;2.416641
112966;1632;723;2.859138
112967;2038;446;2.649335
113163;2313;283;2.451787
113164;1224;1149;3.06032
113165;2065;431;2.634477
113166;2278;305;2.4843
113363;2373;245;2.389166
113563;1272;1082;3.034227
113763;2324;276;2.440909
113963;2134;391;2.592177
113964;1617;737;2.867467
114963;2264;313;2.495544
114964;2322;276;2.440909
114965;1841;584;2.766413
114966;1388;959;2.981819
115163;2479;158;2.198657
115363;1721;662;2.820858
115364;1156;1232;3.090611
115365;869;1749;3.24279
115366;1568;790;2.897627
115367;801;1884;3.275081
115368;1939;508;2.705864
115563;2092;412;2.614897
115564;928;1627;3.211388
115565;2309;286;2.456366
115763;1674;693;2.840733
115764;2362;252;2.401401
115963;1944;506;2.70415
115964;1801;608;2.783904
115965;2478;163;2.212188
115966;1661;705;2.848189
115967;2346;262;2.418301
115968;2053;437;2.640481
115969;1793;612;2.786752
115970;1956;501;2.699838
115971;1419;937;2.97174
116163;1711;670;2.826075
116164;1447;900;2.954242
116363;1917;521;2.716838
116364;2553;47;1.672098
116365;2308;287;2.457882
116366;2469;171;2.232996
116563;1662;704;2.847573
116763;2106;405;2.607455
116963;2138;388;2.588832
117163;2427;202;2.305351
117164;2544;75;1.875061
117363;1736;650;2.812913
117764;2336;270;2.431364
117963;1885;544;2.735599
117965;1696;679;2.83187
117966;413;3358;3.526081
118163;1798;610;2.78533
118164;2178;366;2.563481
118165;1775;623;2.794488
118363;2136;388;2.588832
118364;1506;838;2.923244
118365;1622;732;2.864511
118366;2314;280;2.447158
118367;2004;469;2.671173
118368;1913;524;2.719331
118563;2029;453;2.656098
118564;2522;112;2.049218
118763;1577;779;2.891537
118764;2466;175;2.243038
118963;2358;254;2.404834
119163;2159;373;2.571709
119363;2557;23;1.361728
119563;2457;183;2.262451
119564;848;1792;3.253338
119565;842;1804;3.256237
119763;2144;385;2.585461
119764;1104;1329;3.123525
119963;1601;752;2.876218
119964;2550;54;1.732394
119965;1743;648;2.811575
120166;2249;321;2.506505
120167;2524;109;2.037426
120168;1739;649;2.812245
120169;1685;687;2.836957
120763;859;1770;3.247973
120963;2121;399;2.600973
120964;2286;300;2.477121
120965;2536;95;1.977724
121163;1329;1026;3.011147
121164;2085;416;2.619093
121563;2407;218;2.338456
121564;2173;368;2.565848
121565;2356;255;2.40654
121566;1248;1119;3.04883
121567;2396;227;2.356026
121568;2033;451;2.654176
121569;1918;521;2.716838
121570;1894;534;2.727541
121571;2419;206;2.313867
121763;1766;631;2.800029
121764;2461;180;2.255272
121765;2410;217;2.33646
121766;2263;314;2.49693
121963;2288;299;2.475671
121964;2331;273;2.436163
122163;2315;280;2.447158
122164;2433;197;2.294466
122363;2441;193;2.285557
122364;2510;125;2.09691
122365;1681;690;2.838849
122563;2374;245;2.389166
122564;1781;618;2.790988
122565;2107;405;2.607455
122566;2467;172;2.235528
122567;2228;331;2.519828
122568;1380;970;2.986772
122763;2156;377;2.576341
122764;2040;445;2.64836
122765;2513;121;2.082785
122766;1594;761;2.881385
122767;2511;123;2.089905
122768;1455;895;2.951823
122769;2073;426;2.62941
122963;1838;586;2.767898
122964;2019;457;2.659916
122965;1864;563;2.750508
123163;2034;448;2.651278
123164;2071;427;2.630428
123165;2023;457;2.659916
123167;1871;554;2.74351
123168;2506;129;2.11059
123169;2489;149;2.173186
123170;2534;96;1.982271
123363;2115;402;2.604226
123563;1530;819;2.913284
123763;2473;168;2.225309
124363;1229;1144;3.058426
124364;2158;374;2.572872
124365;1824;592;2.772322
124563;2237;327;2.514548
124763;1716;667;2.824126
124764;1582;773;2.88818
124963;1978;489;2.689309
125163;2338;269;2.429752
125164;2292;296;2.471292
125165;2523;110;2.041393
125363;1955;501;2.699838
125563;2533;98;1.991226
125564;1187;1199;3.078819
125763;2434;196;2.292256
125764;2289;297;2.472756
125963;1882;545;2.736397
126763;2218;340;2.531479
126764;2499;141;2.149219
126765;2232;329;2.517196
126766;1686;687;2.836957
126963;2370;246;2.390935
126964;2439;194;2.287802
126965;2127;397;2.59879
127163;2001;473;2.674861
127164;2184;364;2.561101
127165;2290;297;2.472756
127363;2142;387;2.587711
127364;2495;145;2.161368
127566;2492;147;2.167317
127567;2329;275;2.439333
127568;1813;603;2.780317
127569;2450;187;2.271842
127570;2551;53;1.724276
127571;2230;329;2.517196
127766;1846;580;2.763428
127767;2305;289;2.460898
127768;2293;295;2.469822
127769;1816;599;2.777427
127770;1672;694;2.841359
127771;1797;610;2.78533
127772;2126;397;2.59879
127963;2384;237;2.374748
127964;2445;192;2.283301
127965;2409;217;2.33646
127966;2539;89;1.94939
127967;2504;132;2.120574
128563;2279;305;2.4843
128965;2417;207;2.31597
128966;1311;1043;3.018284
129163;2257;317;2.501059
129164;2082;419;2.622214
129363;2283;303;2.481443
129563;2360;254;2.404834
129564;1980;489;2.689309
129565;1315;1040;3.017033
129566;2494;146;2.164353
129567;2497;143;2.155336
129763;2297;293;2.466868
129963;1659;705;2.848189
129964;2122;398;2.599883
129965;2412;216;2.334454
130163;2113;403;2.605305
130363;2500;139;2.143015
130364;2030;452;2.655138
130565;2472;168;2.225309
130763;2079;421;2.624282
130964;2425;204;2.30963
131163;2416;208;2.318063
131363;2211;345;2.537819
131563;2098;408;2.61066
131763;2244;323;2.509202
132163;2190;356;2.55145
133763;1842;583;2.765669
134163;1873;554;2.74351
134766;2280;305;2.4843
135364;2227;333;2.522444
135365;2355;255;2.40654
136163;1374;978;2.990339
136763;2252;319;2.503791
137163;1854;573;2.758155
137166;2325;276;2.440909
138163;1410;941;2.97359
